КодКатегории,ЧастотаПродаж,Цена,ДлинаЕд,ДлинаЕд.1,ШиринаЕд,ШиринаЕд.1,ВысотаЕд,ВысотаЕд.1,Остаток,ВсегоТовара,Количество,НаВитрине,Транзит,Транзит.1,НаСкладе
GF20759,0.0083680125,9999.0,0.4000000059604645,0,0.3400000035762787,0,0.270000010728836,0,,0,,0,,0,0.0
GF18435,0.0026909658,10599.0,0.3100000023841858,0,0.1199999973177909,0,0.1700000017881393,0,,0,,0,,0,0.0
GF18337,0.007420158,4999.0,0.25,0,0.0399999991059303,0,0.1000000014901161,0,,0,,0,,0,0.0
GF19446,9.216183e-07,4699.0,0.3300000131130218,0,0.3300000131130218,0,0.0399999991059303,0,,0,,0,,0,0.0
GF26918,0.0039608385,3199.0,1.649999976158142,0,0.4199999868869781,0,0.1000000014901161,0,,0,,0,,0,0.0
GF18705,1.0812445e-06,599.0,0.3300000131130218,0,0.1049999967217445,0,0.1150000020861625,0,,0,,0,,0,0.0
GF18705,1.0812445e-06,799.0,0.3449999988079071,0,0.1049999967217445,0,0.2000000029802322,0,,0,,0,,0,0.0
GF18705,1.0812445e-06,1650.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18705,1.0812445e-06,799.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18705,1.0812445e-06,450.0,0.3000000119209289,0,0.0700000002980232,0,0.0750000029802322,0,,0,,0,,0,0.0
GF18423,0.012151446,27599.0,0.4000000059604645,0,0.1449999958276748,0,0.0549999997019767,0,,0,,0,,0,0.0
GF18705,1.0812445e-06,1099.0,0.3100000023841858,0,0.1000000014901161,0,0.1599999964237213,0,,0,,0,,0,0.0
GF18705,0.0073784124,1050.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18705,1.0812445e-06,2899.0,0.3549999892711639,0,0.1449999958276748,0,0.2349999994039535,0,,0,,0,,0,0.0
GF18705,1.0812445e-06,330.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18705,0.0073784124,699.0,0.3199999928474426,0,0.1000000014901161,0,0.1400000005960464,0,,0,,0,,0,0.0
GF18705,1.0812445e-06,2099.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18705,1.0812445e-06,270.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18705,1.0812445e-06,1199.0,0.3700000047683716,0,0.1199999973177909,0,0.2750000059604645,0,,0,,0,,0,0.0
GF18705,1.0812445e-06,650.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18705,1.0812445e-06,750.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18705,1.0812445e-06,6199.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18165,1.0977591e-06,8599.0,0.5450000166893005,0,0.3000000119209289,0,0.5950000286102295,0,,0,,0,,0,0.0
GF30129,0.019168748,799.0,0.1899999976158142,0,0.0949999988079071,0,0.0049999998882412,0,,0,,0,,0,0.0
GF24371,1.3583333e-06,10299.0,,0,,0,,0,,0,,0,,0,0.0
GF26850,0.036775958,4899.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF26850,0.028911497,4999.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF26851,0.0044705463,3899.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF26851,0.0044705463,6399.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF26851,0.01191624,5099.0,0.5600000023841858,0,0.2000000029802322,0,0.2599999904632568,0,,0,,0,,0,0.0
GF26851,0.0044705463,6299.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF26851,0.0044705463,4299.0,0.3799999952316284,0,0.2150000035762787,0,0.1650000065565109,0,,0,,0,,0,0.0
MA85180,1.035347e-06,1799.0,0.1899999976158142,0,0.0799999982118606,0,0.209999993443489,0,,0,,0,,0,0.0
GF26716,0.010943796,5799.0,0.25,0,0.25,0,0.1000000014901161,0,,0,,0,,0,0.0
GF18209,0.01717921,29999.0,,0,,0,,0,,0,,0,,0,0.0
GF19451,0.015179894,,0.1599999964237213,0,0.1599999964237213,0,0.025000000372529,0,,0,,0,,0,0.0
MA10196,0.011447498,750.0,0.0640000030398368,0,0.0649999976158142,0,0.3549999892711639,0,1.0,0,1.0,0,0.0,0,0.0
MA10196,0.02728393,399.0,0.2599999904632568,0,0.209999993443489,0,0.003000000026077,0,2.0,0,2.0,0,0.0,0,0.0
GF20759,0.03341341,1599.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18705,1.0812445e-06,2199.0,0.3100000023841858,0,0.1000000014901161,0,0.1700000017881393,0,,0,,0,,0,0.0
GF18165,0.0036580993,5299.0,0.5400000214576721,0,0.2919999957084656,0,0.5080000162124634,0,,0,,0,,0,0.0
MA10194,1.0670701e-06,13499.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
MA10194,1.0670701e-06,10999.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
MA10192,1.060153e-06,7499.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
MA10192,1.060153e-06,5499.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
MA10192,1.060153e-06,6999.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
MA10192,0.009416632,8499.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
MA10192,1.060153e-06,4499.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
MA10196,1.0666364e-06,3199.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
MA10196,1.0666364e-06,3199.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18388,0.003650677,450.0,,0,,0,,0,0.0,0,0.0,0,0.0,0,0.0
GF19788,0.018919231,899.0,0.0,0,0.0,0,0.0,0,1.0,0,1.0,0,0.0,0,0.0
GF18705,0.003603067,599.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18375,0.035002805,999.0,0.0,0,0.0,0,0.0,0,2.0,0,2.0,0,0.0,0,0.0
GF18259,1.0766635e-06,2499.0,0.2000000029802322,0,0.1099999994039535,0,0.0149999996647238,0,,0,,0,,0,0.0
GF18324,1.035347e-06,5799.0,0.2249999940395355,0,0.2199999988079071,0,0.0700000002980232,0,,0,,0,,0,0.0
GF18520,0.014632169,,0.8100000023841858,0,0.1299999952316284,0,0.5099999904632568,0,,0,,0,,0,0.0
FE38031,0.022456657,41999.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18308,0.046728276,399.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
FE43821,0.020276757,350.0,0.0,0,0.0,0,0.0,0,1.0,0,,0,0.0,0,1.0
MA00324,0.0077044433,3499.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
MA00289,1.0385183e-06,4999.0,0.2300000041723251,0,0.1099999994039535,0,0.2419999986886978,0,,0,,0,,0,0.0
GF19429,0.00559179,5199.0,0.3400000035762787,0,0.1299999952316284,0,0.1800000071525573,0,,0,,0,,0,0.0
MA10221,1.0197033e-06,450.0,0.0799999982118606,0,0.1700000017881393,0,0.0099999997764825,0,,0,,0,,0,0.0
FE41492,0.013905414,,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
MA00325,0.01998194,,0.4000000059604645,0,0.0599999986588954,0,0.2199999988079071,0,,0,,0,,0,0.0
GF18243,9.426784e-07,1099.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18243,9.426784e-07,1899.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18243,9.426784e-07,3799.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18243,9.426784e-07,6799.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
EY23975,0.007855535,2299.0,0.2300000041723251,0,0.1949999928474426,0,0.1199999973177909,0,,0,,0,,0,0.0
GF20761,1.030433e-06,8399.0,0.3799999952316284,0,0.1199999973177909,0,0.0700000002980232,0,,0,,0,,0,0.0
FE44290,1.1037624e-06,24999.0,0.7599999904632568,0,0.1500000059604644,0,0.3400000035762787,0,,0,,0,,0,0.0
GF26932,1.1222807e-06,,1.399999976158142,0,0.1599999964237213,0,0.8600000143051147,0,,0,,0,,0,0.0
MA10194,0.0055299136,3199.0,0.5,0,0.1400000005960464,0,0.2199999988079071,0,,0,,0,,0,0.0
MA00327,0.004130727,,0.006000000052154,0,0.2000000029802322,0,0.2000000029802322,0,,0,,0,,0,0.0
GF19452,1.314436e-06,4999.0,0.3300000131130218,0,0.1850000023841858,0,0.3199999928474426,0,,0,,0,,0,0.0
GF19415,0.10602484,,0.6449999809265137,0,0.5350000262260437,0,0.8899999856948853,0,,0,,0,,0,0.0
GF18415,0.015929304,17399.0,,0,,0,,0,,0,,0,,0,0.0
GF20757,0.020332484,750.0,0.0,0,0.0,0,0.0,0,2.0,0,1.0,0,0.0,0,1.0
GF26920,0.066889785,399.0,0.0599999986588954,0,0.0599999986588954,0,0.1400000005960464,0,3.0,0,1.0,0,0.0,0,2.0
GF26920,0.037479308,350.0,0.1500000059604644,0,0.0599999986588954,0,0.0599999986588954,0,4.0,0,1.0,0,0.0,0,3.0
GF26920,0.13878383,250.0,0.0649999976158142,0,0.0649999976158142,0,0.1400000005960464,0,4.0,0,1.0,0,0.0,0,3.0
FE43821,1.1380098e-06,1499.0,0.3899999856948852,0,0.25,0,0.0010000000474974,0,,0,,0,,0,0.0
MA00289,0.01246222,6499.0,0.2300000041723251,0,0.2399999946355819,0,0.1099999994039535,0,,0,,0,,0,0.0
GF18248,0.005724507,5199.0,0.1299999952316284,0,0.0750000029802322,0,0.0549999997019767,0,,0,,0,,0,0.0
GF19783,1.0615156e-06,2550.0,0.1500000059604644,0,0.0599999986588954,0,0.0900000035762786,0,,0,,0,,0,0.0
GF19783,0.008266486,1599.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18388,0.003650677,499.0,0.1150000020861625,0,0.1049999967217445,0,0.0099999997764825,0,1.0,0,1.0,0,0.0,0,0.0
GF19412,0.010629245,29299.0,0.6000000238418579,0,0.6200000047683716,0,1.75,0,,0,,0,,0,0.0
EY89691,0.005672799,799.0,0.4000000059604645,0,0.3000000119209289,0,0.5,0,,0,,0,,0,0.0
GF19434,0.0339986,999.0,0.0,0,0.0,0,0.0,0,1.0,0,1.0,0,0.0,0,0.0
MA00325,1.1354019e-06,2799.0,0.4000000059604645,0,0.25,0,0.1199999973177909,0,,0,,0,,0,0.0
GF18200,0.0056659407,1999.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18520,0.0054018577,,0.8849999904632568,0,0.1049999967217445,0,0.5230000019073486,0,,0,,0,,0,0.0
GF18405,0.024113936,399.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18405,0.005512274,599.0,0.1749999970197677,0,0.1199999973177909,0,0.0399999991059303,0,,0,,0,,0,0.0
GF18290,0.009257692,,0.6000000238418579,0,0.1150000020861625,0,0.4300000071525574,0,,0,,0,,0,0.0
GF20878,0.0055197524,1799.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF20878,1.0651094e-06,1399.0,0.209999993443489,0,0.1049999967217445,0,0.025000000372529,0,,0,,0,,0,0.0
GF18535,0.03850586,599.0,0.2000000029802322,0,0.0199999995529651,0,0.050000000745058,0,2.0,0,,0,0.0,0,2.0
MA07228,1.1037624e-06,2799.0,0.6800000071525574,0,0.1500000059604644,0,0.1550000011920929,0,,0,,0,,0,0.0
MA07228,0.039033204,2099.0,0.6000000238418579,0,0.1199999973177909,0,0.1599999964237213,0,,0,,0,,0,0.0
EY10317,1.2333946e-06,799.0,,0,,0,,0,1.0,0,1.0,0,0.0,0,0.0
GF18232,9.52e-07,35799.0,0.5,0,0.1199999973177909,0,0.2800000011920929,0,,0,,0,,0,0.0
GF18388,0.014043161,899.0,0.1150000020861625,0,0.1000000014901161,0,0.0149999996647238,0,0.0,0,,0,0.0,0,0.0
FE43821,0.011516326,499.0,0.2430000007152557,0,0.1199999973177909,0,0.0549999997019767,0,,0,,0,,0,0.0
GF19443,0.023836391,799.0,0.209999993443489,0,0.1000000014901161,0,0.050000000745058,0,1.0,0,1.0,0,0.0,0,0.0
GF19443,0.017411275,850.0,0.209999993443489,0,0.1000000014901161,0,0.050000000745058,0,0.0,0,0.0,0,0.0,0,0.0
GF19429,1.0917378e-06,2299.0,0.3300000131130218,0,0.1500000059604644,0,0.1700000017881393,0,,0,,0,,0,0.0
MA10194,0.021236315,1599.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
MA00325,0.011911391,999.0,0.2800000011920929,0,0.2949999868869781,0,0.0450000017881393,0,,0,,0,,0,0.0
MA10210,1.1587991e-06,99.0,0.1800000071525573,0,0.0799999982118606,0,0.0199999995529651,0,,0,,0,,0,0.0
GF26833,1.6335366e-06,2250.0,0.1400000005960464,0,0.2800000011920929,0,0.050000000745058,0,,0,,0,,0,0.0
GF26833,1.6335366e-06,899.0,0.1800000071525573,0,0.25,0,0.050000000745058,0,,0,,0,,0,0.0
GF19415,0.046977352,45999.0,0.6499999761581421,0,0.5299999713897705,0,0.8849999904632568,0,0.0,0,,0,0.0,0,0.0
MA09646,0.013550618,46999.0,0.6000000238418579,0,0.8899999856948853,0,0.4000000059604645,0,,0,,0,,0,0.0
GF19440,0.012393674,1599.0,,0,,0,,0,,0,,0,,0,0.0
GF30129,1.0642494e-06,1399.0,0.1899999976158142,0,0.1199999973177909,0,0.0099999997764825,0,,0,,0,,0,0.0
FE06312,0.022311851,2999.0,0.3650000095367431,0,0.3000000119209289,0,0.2399999946355819,0,2.0,0,1.0,0,0.0,0,1.0
GF23627,0.020695059,899.0,0.1400000005960464,0,0.1400000005960464,0,0.0599999986588954,0,1.0,0,1.0,0,0.0,0,0.0
GF18330,0.023909187,799.0,0.1550000011920929,0,0.135000005364418,0,0.0649999976158142,0,1.0,0,1.0,0,0.0,0,0.0
GF19430,0.019735072,4999.0,0.44200000166893,0,0.2949999868869781,0,0.3100000023841858,0,,0,,0,,0,0.0
GF18335,0.01828254,21699.0,0.7099999785423279,0,0.2300000041723251,0,0.5,0,,0,,0,,0,0.0
GF19346,0.010175746,2399.0,0.4000000059604645,0,0.2000000029802322,0,0.0799999982118606,0,,0,,0,,0,0.0
GF18208,1.183283e-06,94999.0,,0,,0,,0,,0,,0,,0,0.0
GF18404,0.014292927,350.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
MA45169,1.0037037e-06,55999.0,0.4000000059604645,0,0.2800000011920929,0,0.4099999964237213,0,,0,,0,,0,0.0
MA45169,1.0037037e-06,51999.0,0.4099999964237213,0,0.2800000011920929,0,0.4199999868869781,0,,0,,0,,0,0.0
GF20756,1.1311298e-06,24999.0,0.2399999946355819,0,0.4000000059604645,0,0.3199999928474426,0,,0,,0,,0,0.0
MA45169,1.0037037e-06,,0.4199999868869781,0,0.2800000011920929,0,0.4099999964237213,0,,0,,0,,0,0.0
GF18548,1.0840282e-06,599.0,0.1700000017881393,0,0.1099999994039535,0,0.1400000005960464,0,,0,,0,,0,0.0
GF19429,0.0104452325,3299.0,0.135000005364418,0,0.1749999970197677,0,0.3300000131130218,0,,0,,0,,0,0.0
GF18335,0.00934809,24999.0,0.6100000143051147,0,0.1800000071525573,0,0.4850000143051147,0,,0,,0,,0,0.0
MA01197,0.003321402,10999.0,0.2599999904632568,0,0.2300000041723251,0,0.1650000065565109,0,,0,,0,,0,0.0
GF18208,0.0039430936,64999.0,0.5149999856948853,0,0.0700000002980232,0,0.3050000071525574,0,,0,,0,,0,0.0
GF18165,1.0977591e-06,6499.0,0.5099999904632568,0,0.2949999868869781,0,0.4699999988079071,0,,0,,0,,0,0.0
MA09455,9.238697e-07,4499.0,0.2269999980926513,0,0.1650000065565109,0,0.4050000011920929,0,,0,,0,,0,0.0
FE43821,0.017999373,299.0,0.0,0,0.0,0,0.0,0,4.0,0,1.0,0,0.0,0,3.0
GF18325,0.024496024,1299.0,0.0,0,0.0,0,0.0,0,2.0,0,1.0,0,0.0,0,1.0
GF19434,0.0035857805,1799.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18178,0.0056932317,34499.0,0.4099999964237213,0,0.2349999994039535,0,0.3700000047683716,0,,0,,0,,0,0.0
GF18165,1.0977591e-06,17999.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
EY80857,0.040025663,5499.0,0.1299999952316284,0,0.0700000002980232,0,0.0399999991059303,0,,0,,0,,0,0.0
EY23865,0.0039254,999.0,0.2599999904632568,0,0.1199999973177909,0,0.1199999973177909,0,,0,,0,,0,0.0
EY72488,0.005305842,250.0,0.1049999967217445,0,0.1000000014901161,0,0.0280000008642673,0,,0,,0,,0,0.0
MA76021,0.0036988175,5499.0,0.1700000017881393,0,0.0399999991059303,0,0.1700000017881393,0,,0,,0,,0,0.0
MA76021,0.0057522776,1199.0,0.1700000017881393,0,0.0099999997764825,0,0.1049999967217445,0,,0,,0,,0,0.0
MA00289,1.0385183e-06,599.0,0.2300000041723251,0,0.209999993443489,0,0.1000000014901161,0,,0,,0,,0,0.0
GF18359,0.017879436,399.0,0.0149999996647238,0,0.1000000014901161,0,0.1379999965429306,0,,0,,0,,0,0.0
GF30128,1.013147e-06,,0.1299999952316284,0,0.0799999982118606,0,0.0149999996647238,0,,0,,0,,0,0.0
GF18388,1.0955317e-06,1299.0,0.1299999952316284,0,0.1000000014901161,0,0.0099999997764825,0,,0,,0,,0,0.0
GF18337,1.0541494e-06,4699.0,0.1800000071525573,0,0.1000000014901161,0,0.0199999995529651,0,,0,,0,,0,0.0
GF18337,1.0541494e-06,4699.0,0.1800000071525573,0,0.1000000014901161,0,0.0199999995529651,0,,0,,0,,0,0.0
GF20762,9.984914e-07,1299.0,0.3499999940395355,0,0.0599999986588954,0,0.0799999982118606,0,,0,,0,,0,0.0
GF20761,1.030433e-06,1299.0,0.3600000143051147,0,0.0599999986588954,0,0.0799999982118606,0,,0,,0,,0,0.0
MA00289,0.018381774,2999.0,0.2399999946355819,0,0.2199999988079071,0,0.1000000014901161,0,,0,,0,,0,0.0
GF19412,0.009555429,65999.0,0.6449999809265137,0,0.7900000214576721,0,2.119999885559082,0,,0,,0,,0,0.0
FE11958,1.1134615e-06,599.0,0.4000000059604645,0,0.1400000005960464,0,0.0599999986588954,0,,0,,0,,0,0.0
FE11958,1.1134615e-06,1299.0,0.4000000059604645,0,0.1599999964237213,0,0.1400000005960464,0,,0,,0,,0,0.0
FE11958,1.1134615e-06,1099.0,0.4000000059604645,0,0.1400000005960464,0,0.1099999994039535,0,,0,,0,,0,0.0
FE11958,1.1134615e-06,1799.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
FE11958,0.0138316415,1050.0,0.4000000059604645,0,0.1800000071525573,0,0.0799999982118606,0,,0,,0,,0,0.0
GF18134,0.01983142,3599.0,0.2849999964237213,0,0.209999993443489,0,0.050000000745058,0,1.0,0,,0,0.0,0,1.0
GF18250,0.026943538,14999.0,,0,,0,,0,1.0,0,,0,0.0,0,1.0
GF18165,1.0977591e-06,7299.0,0.2399999946355819,0,0.5400000214576721,0,0.4799999892711639,0,,0,,0,,0,0.0
GF18165,1.0977591e-06,5899.0,0.2399999946355819,0,0.5400000214576721,0,0.4799999892711639,0,,0,,0,,0,0.0
GF18165,1.0977591e-06,4999.0,0.324999988079071,0,0.324999988079071,0,0.375,0,,0,,0,,0,0.0
GF18165,0.0036580993,15999.0,0.6399999856948853,0,0.3199999928474426,0,0.6200000047683716,0,,0,,0,,0,0.0
GF18392,0.007500851,9099.0,0.2800000011920929,0,0.2399999946355819,0,0.1899999976158142,0,,0,,0,,0,0.0
GF18423,0.005430384,799.0,0.1400000005960464,0,0.0900000035762786,0,0.0199999995529651,0,,0,,0,,0,0.0
GF18423,0.0069152704,799.0,0.1400000005960464,0,0.0900000035762786,0,0.0199999995529651,0,,0,,0,,0,0.0
GF18423,1.1722783e-06,799.0,0.1400000005960464,0,0.0900000035762786,0,0.0199999995529651,0,,0,,0,,0,0.0
GF18423,0.005215466,999.0,0.1400000005960464,0,0.0900000035762786,0,0.0450000017881393,0,,0,,0,,0,0.0
GF24118,0.010320688,5999.0,0.25,0,0.25,0,0.0799999982118606,0,1.0,0,1.0,0,0.0,0,0.0
GF19430,1.119176e-06,7999.0,0.4650000035762787,0,0.3300000131130218,0,0.324999988079071,0,,0,,0,,0,0.0
GF19430,0.016438564,7999.0,0.3700000047683716,0,0.3350000083446502,0,0.3199999928474426,0,,0,,0,,0,0.0
GF18324,1.035347e-06,499.0,0.2049999982118606,0,0.1000000014901161,0,0.2399999946355819,0,,0,,0,,0,0.0
GF27381,0.01128293,1099.0,0.1650000065565109,0,0.0839999988675117,0,0.0299999993294477,0,,0,,0,,0,0.0
GF29319,0.010613279,78999.0,0.9549999833106996,0,0.7749999761581421,0,1.850000023841858,0,,0,,0,,0,0.0
GF29319,1.0757792e-06,90999.0,0.949999988079071,0,0.7699999809265137,0,1.850000023841858,0,,0,,0,,0,0.0
GF26805,0.007343288,4999.0,0.1400000005960464,0,0.1500000059604644,0,0.0450000017881393,0,,0,,0,,0,0.0
GF26805,1.2240853e-06,5999.0,0.1400000005960464,0,0.1500000059604644,0,0.0450000017881393,0,,0,,0,,0,0.0
EY11578,1.1347619e-06,210.0,0.3000000119209289,0,0.050000000745058,0,0.050000000745058,0,,0,,0,,0,0.0
MA10227,1.0197033e-06,320.0,0.1299999952316284,0,0.0299999993294477,0,0.1899999976158142,0,,0,,0,,0,0.0
MA10221,0.0033979912,399.0,0.1700000017881393,0,0.0549999997019767,0,0.0020000000949949,0,,0,,0,,0,0.0
GF18217,0.005192056,3699.0,0.1749999970197677,0,0.1099999994039535,0,0.0299999993294477,0,,0,,0,,0,0.0
GF18217,0.005192056,4699.0,0.1850000023841858,0,0.1299999952316284,0,0.0299999993294477,0,,0,,0,,0,0.0
GF29319,1.0757792e-06,154999.0,0.9549999833106996,0,0.7799999713897705,0,1.870000004768372,0,,0,,0,,0,0.0
MA00325,0.0068112765,3499.0,0.2800000011920929,0,0.4699999988079071,0,0.0599999986588954,0,,0,,0,,0,0.0
GF18248,1.1046195e-06,2499.0,0.0,0,0.0,0,0.0,0,0.0,0,,0,0.0,0,0.0
GF18430,0.014610276,85.0,0.0799999982118606,0,0.0299999993294477,0,0.0099999997764825,0,,0,,0,,0,0.0
GF18165,0.0036580993,14299.0,0.5600000023841858,0,0.3000000119209289,0,0.6100000143051147,0,,0,,0,,0,0.0
GF18535,0.025933033,180.0,,0,,0,,0,,0,,0,,0,0.0
MA00331,0.021411726,1499.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
FE94230,0.019443847,81999.0,,0,,0,,0,,0,,0,,0,0.0
GF18240,0.0026911567,29999.0,0.3000000119209289,0,0.1000000014901161,0,0.0799999982118606,0,,0,,0,,0,0.0
GF18250,0.035288334,14999.0,0.1000000014901161,0,0.0700000002980232,0,0.1949999928474426,0,0.0,0,,0,0.0,0,0.0
GF18250,0.009533013,5999.0,,0,,0,,0,0.0,0,,0,0.0,0,0.0
EY89691,1.0946418e-06,6499.0,0.3300000131130218,0,0.4600000083446502,0,0.1800000071525573,0,,0,,0,,0,0.0
GF24345,1.0480007e-06,12199.0,0.3799999952316284,0,0.25,0,0.0700000002980232,0,,0,,0,,0,0.0
MA00327,1.2395899e-06,3999.0,0.3499999940395355,0,0.3499999940395355,0,0.2800000011920929,0,,0,,0,,0,0.0
GF19428,1.0165181e-06,9499.0,0.449999988079071,0,0.2300000041723251,0,0.449999988079071,0,,0,,0,,0,0.0
GF19428,1.0165181e-06,7699.0,0.449999988079071,0,0.2300000041723251,0,0.449999988079071,0,,0,,0,,0,0.0
EY87554,0.012076799,360.0,0.2249999940395355,0,0.0700000002980232,0,0.0170000009238719,0,,0,,0,,0,0.0
GF30162,1.0597889e-06,850.0,0.1800000071525573,0,0.050000000745058,0,0.050000000745058,0,,0,,0,,0,0.0
GF19443,1.0222665e-06,499.0,0.1800000071525573,0,0.2399999946355819,0,0.0599999986588954,0,,0,,0,,0,0.0
GF19443,1.0222665e-06,699.0,0.1199999973177909,0,0.1899999976158142,0,0.0450000017881393,0,,0,,0,,0,0.0
GF19443,1.0222665e-06,699.0,0.1299999952316284,0,0.2000000029802322,0,0.0549999997019767,0,,0,,0,,0,0.0
MA76012,0.01679463,599.0,0.0,0,0.0,0,0.0,0,1.0,0,1.0,0,0.0,0,0.0
GF18307,0.01606139,520.0,,0,,0,,0,,0,,0,,0,0.0
GF18307,0.0034663004,540.0,,0,,0,,0,,0,,0,,0,0.0
GF18307,0.016335666,999.0,,0,,0,,0,,0,,0,,0,0.0
GF18307,0.02166299,799.0,,0,,0,,0,,0,,0,,0,0.0
GF18307,0.02166299,750.0,,0,,0,,0,,0,,0,,0,0.0
GF18307,1.0402022e-06,660.0,,0,,0,,0,,0,,0,,0,0.0
GF18307,0.02166299,660.0,,0,,0,,0,,0,,0,,0,0.0
GF18307,0.01606139,440.0,,0,,0,,0,,0,,0,,0,0.0
GF18307,0.0034663004,880.0,,0,,0,,0,,0,,0,,0,0.0
GF18307,0.02166299,799.0,,0,,0,,0,,0,,0,,0,0.0
MA00333,0.008110555,350.0,0.270000010728836,0,0.1800000071525573,0,0.0299999993294477,0,,0,,0,,0,0.0
GF18548,1.0840282e-06,699.0,0.1949999928474426,0,0.1049999967217445,0,0.152999997138977,0,,0,,0,,0,0.0
GF18423,0.007032498,220.0,0.1099999994039535,0,0.0299999993294477,0,0.0900000035762786,0,,0,,0,,0,0.0
GF20767,0.04340867,950.0,0.2199999988079071,0,0.1299999952316284,0,0.2599999904632568,0,,0,,0,,0,0.0
GF18208,0.0039430936,,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18250,0.03346085,34999.0,0.1800000071525573,0,0.0900000035762786,0,0.0599999986588954,0,,0,,0,,0,0.0
GF18258,0.0052020876,199.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18535,0.032603294,1499.0,,0,,0,,0,0.0,0,,0,0.0,0,0.0
GF18369,0.0146167725,29.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF30129,0.023114873,499.0,0.2000000029802322,0,0.1000000014901161,0,0.0099999997764825,0,,0,,0,,0,0.0
MA00331,1.2131977e-06,,0.2269999980926513,0,0.0799999982118606,0,0.0829999968409538,0,,0,,0,,0,0.0
GF24345,0.0034922878,999.0,0.0900000035762786,0,0.1500000059604644,0,0.0299999993294477,0,,0,,0,,0,0.0
GF18548,0.0036123435,599.0,0.2300000041723251,0,0.1500000059604644,0,0.1000000014901161,0,,0,,0,,0,0.0
GF19440,0.004047254,4599.0,0.2399999946355819,0,0.1000000014901161,0,0.3000000119209289,0,,0,,0,,0,0.0
GF18240,0.0013451746,5499.0,0.2300000041723251,0,0.0599999986588954,0,0.1199999973177909,0,,0,,0,,0,0.0
GF20757,0.020304404,9499.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF20757,0.019272566,7699.0,0.1650000065565109,0,0.0949999988079071,0,0.2450000047683715,0,,0,,0,,0,0.0
GF20757,0.0056501534,10899.0,0.1650000065565109,0,0.1599999964237213,0,0.2450000047683715,0,2.0,0,1.0,0,0.0,0,1.0
GF20757,0.0038743173,13299.0,0.1599999964237213,0,0.1650000065565109,0,0.2399999946355819,0,,0,,0,,0,0.0
GF18259,1.0766635e-06,199.0,0.1749999970197677,0,0.0900000035762786,0,0.0099999997764825,0,,0,,0,,0,0.0
