КодКатегории,ЧастотаПродаж,Цена,ДлинаЕд,ДлинаЕд.1,ШиринаЕд,ШиринаЕд.1,ВысотаЕд,ВысотаЕд.1,Остаток,ВсегоТовара,Количество,НаВитрине,Транзит,Транзит.1,НаСкладе
GF18443,1.1380466e-06,3950.0,,0,,0,,0,,0,,0,,0,0.0
GF18443,1.1380466e-06,3050.0,,0,,0,,0,,0,,0,,0,0.0
GF18443,1.1380466e-06,4750.0,,0,,0,,0,,0,,0,,0,0.0
GF18443,0.0020533383,6899.0,,0,,0,,0,,0,,0,,0,0.0
GF18443,0.0020533383,6899.0,,0,,0,,0,,0,,0,,0,0.0
MA00289,0.00623111,2799.0,0.2450000047683715,0,0.1099999994039535,0,0.2300000041723251,0,,0,,0,,0,0.0
GF19436,0.012384789,1650.0,0.1899999976158142,0,0.2000000029802322,0,0.1700000017881393,0,,0,,0,,0,0.0
MA00289,0.0034606892,599.0,0.2300000041723251,0,0.1899999976158142,0,0.0900000035762786,0,,0,,0,,0,0.0
GF18136,1.0342986e-06,499.0,0.2150000035762787,0,0.1800000071525573,0,0.0450000017881393,0,,0,,0,,0,0.0
GF18259,1.0766635e-06,999.0,0.1800000071525573,0,0.1049999967217445,0,0.0199999995529651,0,,0,,0,,0,0.0
GF18325,1.0078942e-06,4799.0,0.1299999952316284,0,0.1599999964237213,0,0.0649999976158142,0,,0,,0,,0,0.0
GF19434,1.076057e-06,999.0,,0,,0,,0,,0,,0,,0,0.0
GF19434,1.076057e-06,650.0,,0,,0,,0,,0,,0,,0,0.0
GF19450,0.008114024,3999.0,0.1749999970197677,0,0.1700000017881393,0,0.2349999994039535,0,,0,,0,,0,0.0
GF19450,0.012212459,5099.0,0.2599999904632568,0,0.1899999976158142,0,0.2750000059604645,0,,0,,0,,0,0.0
GF19436,0.0037288906,2999.0,0.2560000121593475,0,0.2360000014305114,0,0.2070000022649765,0,,0,,0,,0,0.0
GF26921,1.1324025e-06,3799.0,0.270000010728836,0,0.270000010728836,0,0.4099999964237213,0,,0,,0,,0,0.0
GF18423,0.020748153,6250.0,0.1599999964237213,0,0.1049999967217445,0,0.1449999958276748,0,,0,,0,,0,0.0
GF18438,1.0783314e-06,8999.0,0.3429999947547912,0,0.1330000013113021,0,0.1539999991655349,0,,0,,0,,0,0.0
GF18705,1.0812445e-06,1450.0,0.3499999940395355,0,0.2399999946355819,0,0.1199999973177909,0,,0,,0,,0,0.0
GF18705,1.0812445e-06,650.0,0.0900000035762786,0,0.0900000035762786,0,0.1049999967217445,0,,0,,0,,0,0.0
GF18705,0.003603067,250.0,0.1700000017881393,0,0.0549999997019767,0,0.0649999976158142,0,,0,,0,,0,0.0
GF18705,0.008339947,2399.0,0.3449999988079071,0,0.1199999973177909,0,0.209999993443489,0,,0,,0,,0,0.0
GF18705,1.0812445e-06,850.0,0.4399999976158142,0,0.0799999982118606,0,0.0799999982118606,0,,0,,0,,0,0.0
GF18705,1.0812445e-06,1199.0,0.3300000131130218,0,0.0700000002980232,0,0.135000005364418,0,,0,,0,,0,0.0
GF18705,1.0812445e-06,999.0,0.3499999940395355,0,0.1199999973177909,0,0.1650000065565109,0,,0,,0,,0,0.0
GF18705,0.003603067,750.0,0.3499999940395355,0,0.125,0,0.1650000065565109,0,,0,,0,,0,0.0
GF18705,0.003603067,630.0,0.3050000071525574,0,0.1150000020861625,0,0.1049999967217445,0,,0,,0,,0,0.0
GF18423,1.1722783e-06,199.0,0.0900000035762786,0,0.0700000002980232,0,0.0199999995529651,0,,0,,0,,0,0.0
GF18437,0.026732435,4399.0,0.2800000011920929,0,0.2199999988079071,0,0.0649999976158142,0,,0,,0,,0,0.0
GF18405,0.025934666,199.0,0.1299999952316284,0,0.0750000029802322,0,0.0399999991059303,0,1.0,0,1.0,0,0.0,0,0.0
GF18208,0.0039430936,,,0,,0,,0,,0,,0,,0,0.0
GF19346,0.0034063281,2399.0,0.3449999988079071,0,0.1969999969005584,0,0.0900000035762786,0,,0,,0,,0,0.0
EY80857,1.1501627e-06,4999.0,0.1500000059604644,0,0.1500000059604644,0,0.0399999991059303,0,,0,,0,,0,0.0
MA76011,1.0217651e-06,150.0,0.1500000059604644,0,0.1199999973177909,0,0.0049999998882412,0,,0,,0,,0,0.0
GF18405,1.0636663e-06,2199.0,0.1899999976158142,0,0.0599999986588954,0,0.1099999994039535,0,,0,,0,,0,0.0
MA45169,0.01580733,6999.0,,0,,0,,0,,0,,0,,0,0.0
GF19412,0.04769397,24999.0,0.6600000262260437,0,0.6800000071525574,0,1.659999966621399,0,,0,,0,,0,0.0
GF19412,0.003584855,30999.0,0.6449999809265137,0,0.6700000166893005,0,1.784999966621399,0,,0,,0,,0,0.0
GF19412,0.003584855,28999.0,0.6800000071525574,0,0.6600000262260437,0,1.809999942779541,0,,0,,0,,0,0.0
GF19412,0.003584855,29999.0,0.675000011920929,0,0.6549999713897705,0,2.0,0,,0,,0,,0,0.0
GF19412,0.012909351,32799.0,0.6600000262260437,0,0.6800000071525574,0,2.0899999141693115,0,,0,,0,,0,0.0
GF19412,1.0757792e-06,32999.0,2.0899999141693115,0,0.6600000262260437,0,0.6800000071525574,0,,0,,0,,0,0.0
GF19412,0.005575047,23299.0,0.6000000238418579,0,0.6700000166893005,0,1.4600000381469729,0,,0,,0,,0,0.0
GF19412,0.015060909,24849.0,0.6700000166893005,0,0.6000000238418579,0,1.649999976158142,0,,0,,0,,0,0.0
GF19412,0.018933713,39999.0,0.5950000286102295,0,0.625,0,1.9700000286102293,0,,0,,0,,0,0.0
GF19412,0.003584855,43499.0,0.6600000262260437,0,0.6800000071525574,0,2.0,0,,0,,0,,0,0.0
GF19412,0.011348395,40999.0,0.6600000262260437,0,0.6499999761581421,0,1.9800000190734863,0,,0,,0,,0,0.0
GF19412,0.019041292,41999.0,0.6499999761581421,0,0.6700000166893005,0,2.049999952316284,0,,0,,0,,0,0.0
GF19412,0.005575047,43999.0,0.6399999856948853,0,0.6700000166893005,0,2.065000057220459,0,,0,,0,,0,0.0
GF19412,0.010112002,35999.0,0.6299999952316284,0,0.6000000238418579,0,1.950000047683716,0,,0,,0,,0,0.0
GF18402,0.012804842,1199.0,0.4600000083446502,0,0.1500000059604644,0,0.0320000015199184,0,,0,,0,,0,0.0
GF18307,0.018634222,999.0,0.1099999994039535,0,0.0599999986588954,0,0.0450000017881393,0,0.0,0,,0,0.0,0,0.0
GF18433,0.03673606,550.0,0.0799999982118606,0,0.0700000002980232,0,0.0149999996647238,0,,0,,0,,0,0.0
EY23975,9.75964e-07,4499.0,0.2000000029802322,0,0.1400000005960464,0,0.2399999946355819,0,,0,,0,,0,0.0
MA76021,0.01957288,3899.0,0.1749999970197677,0,0.1299999952316284,0,0.0199999995529651,0,,0,,0,,0,0.0
GF19415,0.018683244,38999.0,0.6499999761581421,0,0.5350000262260437,0,0.8899999856948853,0,,0,,0,,0,0.0
GF18423,1.1722783e-06,27199.0,0.2899999916553497,0,0.2199999988079071,0,0.1599999964237213,0,,0,,0,,0,0.0
GF18423,1.1722783e-06,4899.0,0.2000000029802322,0,0.1299999952316284,0,0.050000000745058,0,,0,,0,,0,0.0
GF18423,1.1722783e-06,21199.0,0.2649999856948852,0,0.0549999997019767,0,0.1150000020861625,0,,0,,0,,0,0.0
GF18423,1.1722783e-06,,0.2649999856948852,0,0.0549999997019767,0,0.1150000020861625,0,,0,,0,,0,0.0
GF18423,1.1722783e-06,4799.0,0.2300000041723251,0,0.1199999973177909,0,0.0599999986588954,0,,0,,0,,0,0.0
GF18423,1.1722783e-06,9499.0,0.2599999904632568,0,0.1299999952316284,0,0.0350000001490116,0,,0,,0,,0,0.0
GF18423,1.1722783e-06,8099.0,0.25,0,0.1199999973177909,0,0.0399999991059303,0,,0,,0,,0,0.0
GF18423,1.1722783e-06,10999.0,0.2300000041723251,0,0.1199999973177909,0,0.0599999986588954,0,,0,,0,,0,0.0
GF18423,1.1722783e-06,10999.0,0.2300000041723251,0,0.0599999986588954,0,0.1199999973177909,0,,0,,0,,0,0.0
GF18423,1.1722783e-06,7850.0,0.2300000041723251,0,0.1099999994039535,0,0.050000000745058,0,,0,,0,,0,0.0
GF19436,0.037892494,1099.0,0.1899999976158142,0,0.1899999976158142,0,0.2399999946355819,0,1.0,0,1.0,0,0.0,0,0.0
MA00289,1.0385183e-06,14199.0,0.2199999988079071,0,0.2399999946355819,0,0.1199999973177909,0,,0,,0,,0,0.0
MA76021,1.1099781e-06,2599.0,0.1700000017881393,0,0.1049999967217445,0,0.0099999997764825,0,,0,,0,,0,0.0
GF19440,0.0038361999,1399.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
MA45088,1.5283401e-06,540.0,0.209999993443489,0,0.3100000023841858,0,0.0299999993294477,0,,0,,0,,0,0.0
GF27462,1.1705583e-06,830.0,0.1000000014901161,0,0.1700000017881393,0,0.0299999993294477,0,,0,,0,,0,0.0
GF27462,1.1705583e-06,870.0,0.0900000035762786,0,0.1400000005960464,0,0.0199999995529651,0,,0,,0,,0,0.0
MA45088,1.5283401e-06,999.0,0.3100000023841858,0,0.3499999940395355,0,0.0299999993294477,0,,0,,0,,0,0.0
MA45088,1.5283401e-06,1599.0,0.4099999964237213,0,0.3100000023841858,0,0.0799999982118606,0,,0,,0,,0,0.0
MA45088,0.009168513,250.0,0.1000000014901161,0,0.2599999904632568,0,0.0299999993294477,0,,0,,0,,0,0.0
GF18165,1.0977591e-06,10999.0,0.5099999904632568,0,0.2800000011920929,0,0.5299999713897705,0,,0,,0,,0,0.0
EY86301,1.3888888e-06,1950.0,0.6000000238418579,0,0.0199999995529651,0,0.050000000745058,0,,0,,0,,0,0.0
FE38031,0.023113672,66999.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF30166,2.209589e-06,3699.0,0.31700000166893,0,0.3199999928474426,0,0.2750000059604645,0,,0,,0,,0,0.0
GF27381,0.026569916,1699.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF19415,0.008595724,42999.0,,0,,0,,0,,0,,0,,0,0.0
GF19415,0.013492047,31999.0,,0,,0,,0,,0,,0,,0,0.0
GF19415,0.014251493,54999.0,,0,,0,,0,,0,,0,,0,0.0
GF27458,0.008849842,899.0,0.2150000035762787,0,0.2150000035762787,0,0.0399999991059303,0,,0,,0,,0,0.0
GF18250,0.03528378,3199.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
EY23865,1.1779733e-06,850.0,0.1000000014901161,0,0.1000000014901161,0,0.25,0,,0,,0,,0,0.0
MA76008,0.02201612,799.0,0.0,0,0.0,0,0.0,0,1.0,0,,0,0.0,0,1.0
GF20765,0.026812263,3299.0,0.5199999809265137,0,0.1049999967217445,0,0.4699999988079071,0,,0,,0,,0,0.0
EY23865,0.0030517364,160.0,0.0599999986588954,0,0.0599999986588954,0,0.1330000013113021,0,,0,,0,,0,0.0
GF18438,0.529682,999.0,0.0,0,0.0,0,0.0,0,2.0,0,2.0,0,0.0,0,0.0
GF19346,0.022014247,750.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18395,1.1594041e-06,1699.0,0.3000000119209289,0,0.0949999988079071,0,0.0599999986588954,0,,0,,0,,0,0.0
GF18395,0.003863521,2199.0,0.3100000023841858,0,0.1049999967217445,0,0.0549999997019767,0,,0,,0,,0,0.0
GF18395,0.0060084187,2499.0,0.0399999991059303,0,0.270000010728836,0,0.0549999997019767,0,,0,,0,,0,0.0
GF18395,0.003863521,2250.0,0.0410000011324882,0,0.270000010728836,0,0.0549999997019767,0,,0,,0,,0,0.0
GF18395,0.003863521,2650.0,0.0410000011324882,0,0.3600000143051147,0,0.0549999997019767,0,,0,,0,,0,0.0
GF18395,0.0060084187,3699.0,0.4000000059604645,0,0.1400000005960464,0,0.0549999997019767,0,,0,,0,,0,0.0
GF18395,1.1594041e-06,2699.0,0.0410000011324882,0,0.3600000143051147,0,0.0549999997019767,0,,0,,0,,0,0.0
GF30129,1.0642494e-06,210.0,0.1800000071525573,0,0.1000000014901161,0,0.0049999998882412,0,,0,,0,,0,0.0
GF30129,1.0642494e-06,170.0,0.2000000029802322,0,0.1000000014901161,0,0.0049999998882412,0,,0,,0,,0,0.0
GF30129,1.0642494e-06,140.0,0.2000000029802322,0,0.0900000035762786,0,0.0099999997764825,0,,0,,0,,0,0.0
GF30129,1.0642494e-06,140.0,0.2000000029802322,0,0.0900000035762786,0,0.0099999997764825,0,,0,,0,,0,0.0
GF30129,1.0642494e-06,140.0,0.2000000029802322,0,0.0900000035762786,0,0.0099999997764825,0,,0,,0,,0,0.0
GF30129,1.0642494e-06,199.0,0.1800000071525573,0,0.1000000014901161,0,0.0049999998882412,0,,0,,0,,0,0.0
GF30129,1.0642494e-06,199.0,0.1800000071525573,0,0.1000000014901161,0,0.0049999998882412,0,,0,,0,,0,0.0
GF30129,1.0642494e-06,199.0,0.1800000071525573,0,0.1000000014901161,0,0.0049999998882412,0,,0,,0,,0,0.0
GF30129,1.0642494e-06,199.0,0.1800000071525573,0,0.1000000014901161,0,0.0049999998882412,0,,0,,0,,0,0.0
GF30129,1.0642494e-06,199.0,0.1800000071525573,0,0.1000000014901161,0,0.0049999998882412,0,,0,,0,,0,0.0
MA76011,1.0217651e-06,180.0,0.0900000035762786,0,0.0099999997764825,0,0.1199999973177909,0,,0,,0,,0,0.0
GF18423,0.0054694596,2450.0,0.1500000059604644,0,0.1099999994039535,0,0.0549999997019767,0,,0,,0,,0,0.0
GF18300,1.0149585e-06,499.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18300,0.005259854,550.0,0.0,0,0.0,0,0.0,0,1.0,0,1.0,0,0.0,0,0.0
GF18300,1.0149585e-06,499.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18300,0.011976511,650.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18300,1.0149585e-06,699.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18300,0.0071375268,450.0,0.0,0,0.0,0,0.0,0,3.0,0,3.0,0,0.0,0,0.0
GF18300,1.0149585e-06,599.0,0.0,0,0.0,0,0.0,0,2.0,0,2.0,0,0.0,0,0.0
GF18300,0.013616345,350.0,0.0,0,0.0,0,0.0,0,2.0,0,2.0,0,0.0,0,0.0
GF18206,0.018571088,2299.0,0.1800000071525573,0,0.1000000014901161,0,0.0599999986588954,0,,0,,0,,0,0.0
GF18206,0.011375649,2199.0,0.1800000071525573,0,0.1000000014901161,0,0.0599999986588954,0,,0,,0,,0,0.0
GF18335,0.006607046,16499.0,0.5799999833106995,0,0.1199999973177909,0,0.4550000131130218,0,,0,,0,,0,0.0
FE38031,0.013807023,66999.0,,0,,0,,0,1.0,0,,0,0.0,0,1.0
GF30954,1.070305e-06,350.0,0.0549999997019767,0,0.1199999973177909,0,0.025000000372529,0,,0,,0,,0,0.0
GF30954,1.070305e-06,350.0,0.135000005364418,0,0.0549999997019767,0,0.025000000372529,0,,0,,0,,0,0.0
GF18330,0.03700943,2799.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GF21566,0.009718671,7499.0,0.1700000017881393,0,0.1700000017881393,0,0.050000000745058,0,,0,,0,,0,0.0
MA86042,1.3101828e-06,5799.0,1.0,0,0.2000000029802322,0,0.25,0,,0,,0,,0,0.0
GF27381,1.13969e-06,15999.0,,0,,0,,0,1.0,0,,0,0.0,0,1.0
GF18548,0.0036123435,3499.0,0.3600000143051147,0,0.2599999904632568,0,0.2000000029802322,0,,0,,0,,0,0.0
FE55979,1.3067653e-06,22999.0,,0,,0,,0,,0,,0,,0,0.0
GF19436,0.013204234,3050.0,0.2569999992847442,0,0.1879999935626983,0,0.2450000047683715,0,,0,,0,,0,0.0
GF19426,1.1783628e-06,4499.0,0.4199999868869781,0,0.3199999928474426,0,0.3300000131130218,0,,0,,0,,0,0.0
GF19829,0.019276131,1499.0,0.1700000017881393,0,0.1800000071525573,0,0.2199999988079071,0,,0,,0,,0,0.0
MA10206,0.012864506,120.0,0.1199999973177909,0,0.050000000745058,0,0.0099999997764825,0,,0,,0,,0,0.0
MA10206,1.3460233e-06,160.0,0.2199999988079071,0,0.0099999997764825,0,0.050000000745058,0,,0,,0,,0,0.0
GF18548,0.013008339,4599.0,0.3600000143051147,0,0.2399999946355819,0,0.3100000023841858,0,,0,,0,,0,0.0
MA10194,1.0670701e-06,999.0,0.4799999892711639,0,0.209999993443489,0,0.0399999991059303,0,,0,,0,,0,0.0
MA09455,0.008427141,1899.0,,0,,0,,0,,0,,0,,0,0.0
MA86011,0.016100537,3599.0,0.4000000059604645,0,0.2800000011920929,0,0.3300000131130218,0,,0,,0,,0,0.0
GF24345,0.003142954,2199.0,0.25,0,0.2349999994039535,0,0.0900000035762786,0,,0,,0,,0,0.0
GF19449,0.01839999,2299.0,0.2000000029802322,0,0.1099999994039535,0,0.1099999994039535,0,,0,,0,,0,0.0
GF24118,1.1619343e-06,2399.0,0.25,0,0.0700000002980232,0,0.2300000041723251,0,,0,,0,,0,0.0
GF24118,1.1619343e-06,3099.0,0.2599999904632568,0,0.0700000002980232,0,0.2399999946355819,0,,0,,0,,0,0.0
GF24118,0.0060215313,3599.0,0.2899999916553497,0,0.2399999946355819,0,0.0900000035762786,0,,0,,0,,0,0.0
GF24118,0.0038719524,2999.0,0.2150000035762787,0,0.0700000002980232,0,0.2150000035762787,0,,0,,0,,0,0.0
GF24118,0.0060215313,4099.0,0.2800000011920929,0,0.2599999904632568,0,0.1000000014901161,0,,0,,0,,0,0.0
GF24118,0.013670931,3899.0,0.2049999982118606,0,0.209999993443489,0,0.0850000008940696,0,,0,,0,,0,0.0
GF24118,0.0038719524,5999.0,0.2949999868869781,0,0.0850000008940696,0,0.2399999946355819,0,1.0,0,1.0,0,0.0,0,0.0
GF24118,0.0060215313,6299.0,0.3000000119209289,0,0.0850000008940696,0,0.2399999946355819,0,,0,,0,,0,0.0
GF24118,1.1619343e-06,7299.0,0.3000000119209289,0,0.0850000008940696,0,0.2399999946355819,0,,0,,0,,0,0.0
MA10234,1.3309019e-06,260.0,0.0860000029206276,0,0.0049999998882412,0,0.0049999998882412,0,,0,,0,,0,0.0
GF18415,1.3654859e-06,28999.0,,0,,0,,0,,0,,0,,0,0.0
GF19449,1.0455134e-06,,0.123999997973442,0,0.2199999988079071,0,0.125,0,,0,,0,,0,0.0
GF18404,0.0063134218,,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF24118,1.1619343e-06,8499.0,0.1850000023841858,0,0.0949999988079071,0,0.2249999940395355,0,,0,,0,,0,0.0
GF24118,0.003484641,15199.0,0.3199999928474426,0,0.1049999967217445,0,0.2560000121593475,0,,0,,0,,0,0.0
MA76009,1.1169698e-06,550.0,0.1000000014901161,0,0.1199999973177909,0,0.0049999998882412,0,,0,,0,,0,0.0
FE25250,0.0037182393,4199.0,0.135000005364418,0,0.1099999994039535,0,0.125,0,,0,,0,,0,0.0
MA00325,0.014713012,899.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18337,0.044077646,1199.0,0.0,0,0.0,0,0.0,0,0.0,0,,0,0.0,0,0.0
GF19415,0.0038237025,55999.0,0.6499999761581421,0,0.5600000023841858,0,0.8799999952316284,0,,0,,0,,0,0.0
EY11578,1.1347619e-06,580.0,0.0700000002980232,0,0.0199999995529651,0,0.3400000035762787,0,,0,,0,,0,0.0
MA10194,0.01248472,6499.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18307,0.016335666,1199.0,,0,,0,,0,,0,,0,,0,0.0
GF18307,0.016335666,1499.0,,0,,0,,0,,0,,0,,0,0.0
GF18307,0.0034663004,999.0,,0,,0,,0,,0,,0,,0,0.0
GF18307,0.01606139,499.0,,0,,0,,0,,0,,0,,0,0.0
GF18307,0.01606139,499.0,,0,,0,,0,,0,,0,,0,0.0
GF18307,0.02069757,499.0,,0,,0,,0,,0,,0,,0,0.0
GF18307,0.01606139,599.0,,0,,0,,0,,0,,0,,0,0.0
GF18307,0.016335666,899.0,,0,,0,,0,,0,,0,,0,0.0
GF18307,0.02166299,850.0,,0,,0,,0,,0,,0,,0,0.0
GF18307,0.016335666,1299.0,,0,,0,,0,,0,,0,,0,0.0
GF18307,1.0402022e-06,399.0,,0,,0,,0,,0,,0,,0,0.0
GF18307,0.02166299,899.0,,0,,0,,0,,0,,0,,0,0.0
GF18307,0.016335666,899.0,,0,,0,,0,,0,,0,,0,0.0
GF18307,0.02069757,199.0,,0,,0,,0,,0,,0,,0,0.0
GF18307,1.0402022e-06,499.0,,0,,0,,0,,0,,0,,0,0.0
GF18208,0.0061321673,43299.0,,0,,0,,0,,0,,0,,0,0.0
GF20878,0.0063895914,1550.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18300,1.0149585e-06,1799.0,0.2599999904632568,0,0.1749999970197677,0,0.0149999996647238,0,,0,,0,,0,0.0
GF19412,0.013404284,43999.0,,0,,0,,0,,0,,0,,0,0.0
GF18259,1.0766635e-06,799.0,0.0900000035762786,0,0.1800000071525573,0,0.0199999995529651,0,,0,,0,,0,0.0
MA00289,0.022946997,2199.0,0.2300000041723251,0,0.1299999952316284,0,0.25,0,1.0,0,1.0,0,0.0,0,0.0
GF26721,0.005039602,499.0,0.2300000041723251,0,0.1299999952316284,0,0.050000000745058,0,,0,,0,,0,0.0
GF26918,1.188608e-06,2499.0,1.6299999952316284,0,0.3799999952316284,0,0.050000000745058,0,,0,,0,,0,0.0
GF27450,0.0032404175,299.0,0.2750000059604645,0,0.1500000059604644,0,0.025000000372529,0,,0,,0,,0,0.0
MA10206,1.3460233e-06,,0.0799999982118606,0,0.050000000745058,0,0.0049999998882412,0,,0,,0,,0,0.0
MA10206,0.0044853985,130.0,0.1199999973177909,0,0.0599999986588954,0,0.0049999998882412,0,,0,,0,,0,0.0
MA00333,0.013518343,850.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
MA00325,0.014532009,3899.0,0.5,0,0.0700000002980232,0,0.3000000119209289,0,,0,,0,,0,0.0
GF18423,1.1722783e-06,1750.0,0.1299999952316284,0,0.0750000029802322,0,0.0149999996647238,0,,0,,0,,0,0.0
GF18165,0.0036580993,10999.0,0.5,0,0.3000000119209289,0,0.5299999713897705,0,,0,,0,,0,0.0
GF19430,0.011934073,8399.0,,0,,0,,0,,0,,0,,0,0.0
GF20762,0.0033273061,699.0,,0,,0,,0,,0,,0,,0,0.0
GF19430,0.009953679,7399.0,,0,,0,,0,0.0,0,,0,0.0,0,0.0
GF18255,0.018476907,23999.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF30919,1.196648e-06,230.0,0.3619999885559082,0,0.0199999995529651,0,0.0509999990463256,0,,0,,0,,0,0.0
GF30919,1.196648e-06,570.0,0.3630000054836273,0,0.0410000011324882,0,0.0750000029802322,0,,0,,0,,0,0.0
GF18392,0.013220087,2899.0,0.2899999916553497,0,0.1199999973177909,0,0.2249999940395355,0,,0,,0,,0,0.0
GF21575,0.061789405,1699.0,0.1700000017881393,0,0.1650000065565109,0,0.032999999821186,0,1.0,0,1.0,0,0.0,0,0.0
GF18208,0.011810407,69999.0,0.4289999902248382,0,0.0850000008940696,0,0.2820000052452087,0,,0,,0,,0,0.0
GF24368,0.0032408927,2699.0,0.2349999994039535,0,0.1299999952316284,0,0.1800000071525573,0,,0,,0,,0,0.0
GF26794,9.0528164e-07,5499.0,0.3600000143051147,0,0.2000000029802322,0,0.2199999988079071,0,,0,,0,,0,0.0
GF26795,0.012382899,2999.0,0.2399999946355819,0,0.2000000029802322,0,0.1500000059604644,0,,0,,0,,0,0.0
EY23975,0.0032522376,2799.0,0.0900000035762786,0,0.0799999982118606,0,0.2349999994039535,0,,0,,0,,0,0.0
EY23975,9.75964e-07,2299.0,0.0850000008940696,0,0.0799999982118606,0,0.2349999994039535,0,,0,,0,,0,0.0
EY68966,1.1505473e-06,4499.0,0.324999988079071,0,0.25,0,0.3400000035762787,0,,0,,0,,0,0.0
MA86011,1.0715145e-06,4699.0,0.3799999952316284,0,0.25,0,0.1800000071525573,0,,0,,0,,0,0.0
MA00325,0.013623688,1399.0,0.5,0,0.3000000119209289,0,0.0900000035762786,0,,0,,0,,0,0.0
GF27381,0.017668165,1099.0,0.0829999968409538,0,0.0829999968409538,0,0.0829999968409538,0,,0,,0,,0,0.0
GF18208,0.0061321673,79999.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18208,0.008321241,,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18208,0.012699387,58999.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF18208,1.183283e-06,36999.0,0.0,0,0.0,0,0.0,0,0.0,0,,0,0.0,0,0.0
GF18208,1.183283e-06,44999.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
GF19788,0.013943382,99.0,0.1000000014901161,0,0.1000000014901161,0,0.1000000014901161,0,,0,,0,,0,0.0
GF18330,0.01787777,4299.0,0.0,0,0.0,0,0.0,0,1.0,0,1.0,0,0.0,0,0.0
GF19430,1.119176e-06,4899.0,0.4550000131130218,0,0.324999988079071,0,0.2849999964237213,0,,0,,0,,0,0.0
GF18165,1.0977591e-06,2950.0,0.4000000059604645,0,0.2199999988079071,0,0.4099999964237213,0,,0,,0,,0,0.0
GF18290,0.007768513,,0.5950000286102295,0,0.1199999973177909,0,0.4050000011920929,0,,0,,0,,0,0.0
GF18208,1.183283e-06,74999.0,0.4480000138282776,0,0.0700000002980232,0,0.3050000071525574,0,,0,,0,,0,0.0
GF18165,0.0036580993,14799.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
MA00324,0.019282106,999.0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0
MA76021,0.01622417,2199.0,0.1700000017881393,0,0.135000005364418,0,0.0149999996647238,0,,0,,0,,0,0.0
MA76021,0.0036988175,1999.0,0.1700000017881393,0,0.1299999952316284,0,0.0099999997764825,0,,0,,0,,0,0.0
GF26921,1.1324025e-06,2999.0,0.270000010728836,0,0.270000010728836,0,0.3650000095367431,0,,0,,0,,0,0.0
GF18438,0.012181238,1999.0,0.2599999904632568,0,0.0599999986588954,0,0.2599999904632568,0,,0,,0,,0,0.0
MA00331,1.2131977e-06,710.0,0.0799999982118606,0,0.0799999982118606,0,0.2300000041723251,0,,0,,0,,0,0.0
GF30997,1.026603e-06,2499.0,,0,,0,,0,,0,,0,,0,0.0
GF24121,1.1580619e-06,5499.0,0.3300000131130218,0,0.1400000005960464,0,0.125,0,,0,,0,,0,0.0
GF24121,0.021435376,3299.0,0.3350000083446502,0,0.1400000005960464,0,0.125,0,,0,,0,,0,0.0
GF24121,1.1580619e-06,9299.0,0.449999988079071,0,0.1500000059604644,0,0.1500000059604644,0,,0,,0,,0,0.0
MA00330,1.1443899e-06,1599.0,0.2249999940395355,0,0.1949999928474426,0,0.1949999928474426,0,,0,,0,,0,0.0
MA09650,0.0069377003,7599.0,0.5199999809265137,0,0.4699999988079071,0,0.5,0,,0,,0,,0,0.0
MA00328,1.1435542e-06,3150.0,0.3199999928474426,0,0.2599999904632568,0,0.25,0,,0,,0,,0,0.0
GF19445,0.0032811335,4999.0,0.2349999994039535,0,0.1550000011920929,0,0.050000000745058,0,,0,,0,,0,0.0
GF18392,1.0506865e-06,10999.0,0.4399999976158142,0,0.2800000011920929,0,0.209999993443489,0,,0,,0,,0,0.0
GF27458,8.940137e-07,1499.0,,0,,0,,0,,0,,0,,0,0.0
EY68966,0.0069021336,9099.0,0.3479999899864197,0,0.3659999966621399,0,0.2259999960660934,0,,0,,0,,0,0.0
